Team,Played,Won,Lost,Points
Smart Squash 1,6,4,2,24
X-Alpha 4,6,4,2,24
TNG 1,6,4,2,21
Happy Squash 3,6,3,3,19
Vitality Squash 1,6,3,3,18
Fusion Squash Club 2,6,0,6,2
