Team,Played,Won,Lost,Points
Hong Kong Football Club M3A,5,4,1,24
Kowloon Cricket Club M3,5,4,1,22
Hong Kong Cricket Club M3,5,4,1,22
Hong Kong Football Club M3B,5,3,2,16
Royal Hong Kong Yacht Club M3,5,2,3,14
Titlows Squash Master,5,1,4,8
OSF,6,0,6,2
