Team,Played,Won,Lost,Points
Hong Kong Football Club M1A,5,5,0,17
Hong Kong Football Club M1B,5,3,2,11
Hong Kong Cricket Club M1A,5,2,3,11
Hong Kong Cricket Club M1B,5,1,4,6
Squashathon M+,4,1,3,3
