Team,Played,Won,Lost,Points
Kowloon Cricket Club L2B,6,6,0,24
Hong Kong Football Club L2B,6,5,1,23
Hong Kong Cricket Club L2,6,3,3,18
Hong Kong Football Club L2A,6,2,4,14
Kowloon Cricket Club L2A,6,2,4,11
JESSICA L2 [withdrawal],6,0,6,0
