Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 2,5,5,0,24
Sha Tin 3,5,3,2,20
Squashathon Zero,5,3,2,18
Physical Chess 3,5,3,2,16
TOMCAT,6,2,4,14
Kinetic 2,5,2,3,14
LONGVIEW,5,0,5,1
