Team,Most Games,Most Wins,Highest Win Percentage
Bravo D13,Chow Pui Sing (6),Chow Pui Sing (6),Chow Pui Sing (100.0%)
HKIS Div 13,Lin Elizabeth (8),Lin Elizabeth (3),"Pong Pak Him Matthias, Wang Tristan Xiao Feng (40.0%)"
JSA 1,Han William Jialun (5),Han William Jialun (3),Han William Jialun (60.0%)
NEXUS 3, (nan), (nan), (nan%)
Smart Squash 2, (nan), (nan), (nan%)
Smart Squash 3,"Yeung Hei Lo Keiko, Kwong Tsz Hang, Lam Kwong Hei, Yuen Tsz Hin, Yeung Ka Hei Kason (5)","Yeung Hei Lo Keiko, Kwong Tsz Hang, Yuen Tsz Hin, Yeung Ka Hei Kason (3)","Yeung Hei Lo Keiko, Kwong Tsz Hang, Yuen Tsz Hin, Yeung Ka Hei Kason (60.0%)"
Vitality Squash 2,Luk Argen (6),Luk Argen (5),Luk Argen (83.3%)
i-Mask Advance Squash Club 6,"Au Pak Yin, Chu Nathan Yian Zhe (6)",Chu Nathan Yian Zhe (5),Chu Nathan Yian Zhe (83.3%)
i-Mask Advance Squash Club 7,Lau Sai Chak Elson (7),Lau Sai Chak Elson (6),Lau Sai Chak Elson (85.7%)
