Team,Played,Won,Lost,Points
JESSICA L3,14,11,3,48
Hong Kong Football Club L3B,14,9,5,42
Hong Kong Cricket Club L3,14,8,6,37
Hong Kong Football Club L3A,15,4,11,30
Hong Kong Football Club L3C,15,4,11,22
