Team,Played,Won,Lost,Points
Squashathon Junior,18,12,6,75
Dream Catchers,18,15,3,73
Happy Squash 5,18,13,5,73
TKO Junior 2,18,12,6,66
Vitality Squash 3,18,7,11,45
Electrify Squash Div 15,18,6,12,34
RC,18,5,13,26
NEXUS 4,18,3,15,24
