Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 5,17,14,3,71
Electrify Squash Div 11,16,13,3,70
Alpha CUHK,17,13,4,65
The Zero Squash Club D11,16,12,4,61
7NT,16,11,5,59
GMDBB,15,11,4,57
Sea Bear,17,5,12,37
South China Athletic Association,15,4,11,33
ZOMA,16,3,13,29
Invader Squash,15,2,13,23
Tuen Mun Squash Club,16,1,15,23
