Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,15,14,1,74
Hong Kong Football Club M3A,16,11,5,71
Hong Kong Cricket Club M3,15,9,6,56
Hong Kong Football Club M3B,15,10,5,51
Royal Hong Kong Yacht Club M3,15,6,9,39
Titlows Squash Master,16,2,14,17
OSF,16,2,14,16
