Team,Played,Won,Lost,Points
Kowloon Cricket Club 5,16,16,0,88
ERROR,16,13,3,70
Physical Chess 1,16,12,4,64
Hong Kong Football Club 5,16,7,9,47
Sha Tin 2,16,5,11,40
United Services Recreation Club 2,16,6,10,39
Happy Squash 2,16,6,10,37
Squashathon,16,5,11,35
NEXUS 2,16,2,14,11
