Team,Played,Won,Lost,Points
Physical Chess 2,16,14,2,71
Hong Kong Football Club 7B,16,12,4,69
i-Mask Advance Squash Club 1,17,10,7,59
Hong Kong Football Club 7A,16,11,5,57
Hong Kong Cricket Club D7B,17,7,10,48
UST,16,9,7,47
Hong Kong Cricket Club D7A,16,7,9,44
Thunder 1,17,6,11,42
Social Squash Team,16,7,9,38
Xavier,16,6,10,38
Kinetic 1,17,1,16,23
