Team,Played,Won,Lost,Points
Happy Squash 4,16,13,3,65
Electrify Squash Div 13,16,11,5,63
Kowloon Cricket Club 13,16,12,4,61
Hong Kong Football Club 13,16,8,8,51
Squashathon One,16,7,9,51
TNG 2,16,8,8,45
Fusion Squash Club 3,16,5,11,37
Yuen Long District Sports Association Limited,16,6,10,36
Kinetic 4,16,2,14,20
