Team,Played,Won,Lost,Points
Kowloon Cricket Club L2B,18,16,2,73
Hong Kong Football Club L2B,17,16,1,73
Hong Kong Football Club L2A,17,8,9,46
Hong Kong Cricket Club L2,17,6,11,38
Kowloon Cricket Club L2A,17,6,11,31
JESSICA L2 [withdrawal],18,0,18,0
