Team,Played,Won,Lost,Points
The Squash Club 4,18,15,3,87
Royal Hong Kong Yacht Club Div 14,18,15,3,83
North District Sports Association 2,18,14,4,80
Physical Chess 5,18,12,6,70
TKO Junior 1,18,10,8,58
8 Virtues + 1,18,10,8,57
Hong Kong Football Club 14,18,9,9,49
RELAY 2,18,7,11,46
TNG 3,18,8,10,36
Ladies Recreation Club Div 14,18,4,14,32
Squash-On,18,4,14,30
Fusion Squash Club 4,18,0,18,5
