Team,Played,Won,Lost,Points
X-Alpha 4,18,15,3,80
Smart Squash 1,18,14,4,77
Happy Squash 3,18,10,8,62
TNG 1,18,10,8,55
Vitality Squash 1,18,5,13,32
Fusion Squash Club 2,18,0,18,14
