Team,Played,Won,Lost,Points
Sha Tin 3,16,13,3,72
i-Mask Advance Squash Club 2,15,13,2,69
Squashathon Zero,15,10,5,58
Physical Chess 3,15,9,6,51
TOMCAT,16,4,12,31
Kinetic 2,15,4,11,31
LONGVIEW,14,0,14,5
