Team,Played,Won,Lost,Points
SKCSC M4,18,14,4,81
WAKO,18,13,5,71
Hong Kong Football Club M4A,18,12,6,66
Kowloon Cricket Club M4,18,12,6,66
Hong Kong Football Club M4B,18,11,7,64
United Services Recreation Club M4,18,8,10,60
Hong Kong Cricket Club M4,18,9,9,51
Bolton,18,4,14,30
Hong Kong Club Blue,18,3,15,26
Royal Hong Kong Yacht Club M4,18,4,14,24
