Home Team,Away Team,Venue,Match Week,Date
North District Sports Association 3,United Services Recreation Club 4,Cornwall Street Squash Centre,9,2026-01-10
Squash Busters,Hong Kong Cricket Club D15,Cornwall Street Squash Centre,9,2026-01-10
Squashathon X,HKIS Div 15,HK Squash Centre,11,2026-01-24
North District Sports Association 3,Hong Kong Cricket Club D15,Cornwall Street Squash Centre,11,2026-01-24
Squash Busters,HKIS Div 15,Cornwall Street Squash Centre,15,2026-03-07
North District Sports Association 3,Squashathon X,Cornwall Street Squash Centre,15,2026-03-07
North District Sports Association 3,HKIS Div 15,Cornwall Street Squash Centre,17,2026-03-21
HKIS Div 15,Squashathon X,HK Squash Centre,18,2026-03-28
Sha Tin 6,Royal Hong Kong Yacht Club Div 15,Kwun Chung Sports Centre,19,2026-04-11
Sha Tin 6,North District Sports Association 3,HK Squash Centre,20,2026-04-18
North District Sports Association 3,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,21,2026-04-25
HKIS Div 15,Hong Kong Cricket Club D15,Cornwall Street Squash Centre,21,2026-04-25
