Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
JESSICA L4,10,9,1,41,32,8,0,5,0,1
JESSICA Mochis,10,7,3,31,24,16,6,0,0,0
Hong Kong Football Club JSA,10,6,4,30,24,16,3,0,0,0
The Squash Club L4,9,5,4,25,20,16,0,1,0,0
Squashathon Ladies,9,4,5,18,15,21,1,1,1,0
Hong Kong Cricket Club L4,9,4,5,18,14,22,2,3,0,0
Kwai Tsing District Squash Club L4,10,2,8,18,16,24,0,3,0,0
Hong Kong Cricket Club Rockettes,10,4,6,17,13,27,5,2,0,0
Hong Kong Football Club L4,9,2,7,16,14,22,0,2,0,0
