Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
The Zero Squash Club D11,10,8,2,41,33,17,0,0,0,0
i-Mask Advance Squash Club 5,9,8,1,40,32,13,0,0,0,0
Electrify Squash Div 11,10,7,3,38,31,19,0,0,0,0
7NT,9,7,2,35,28,17,0,1,0,0
GMDBB,9,7,2,35,28,17,0,0,0,0
Alpha CUHK,10,7,3,33,27,23,0,2,0,0
South China Athletic Association,10,4,6,26,22,28,0,0,0,0
Sea Bear,10,2,8,20,18,32,1,0,0,0
ZOMA,9,2,7,19,17,28,1,0,0,0
Tuen Mun Squash Club,9,1,8,15,14,31,0,0,0,0
Invader Squash,9,0,9,10,10,35,1,0,0,0
