Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 4,10,8,2,44,36,14,3,1,0,0
X-Alpha 2,11,8,3,42,34,21,1,2,0,0
YLJR,10,8,2,41,33,17,1,0,0,0
TNGX,10,5,5,36,31,19,0,2,0,0
Hong Kong Football Club 4B,11,6,5,33,27,28,1,0,0,0
Sha Tin 1,10,6,4,32,26,24,0,0,0,0
Hong Kong Football Club 4A,11,4,7,28,24,31,1,0,0,0
The Squash Club 1,10,2,8,20,18,32,0,1,0,0
Hong Kong Cricket Club D4A,10,3,7,19,16,34,1,2,0,0
Hong Kong Cricket Club D4B,11,2,9,17,15,40,0,0,0,0
