Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 5,20,14.294458891778355,5.705541108221644,74.65653130626126,95.25905181036207,53.33066613322664,23.9247849569914,12.142428485697138,5.861172234446889,2.8605721144228844,1.3802760552110422,0.3800760152030406,0.08001600320064013,0.020004000800160033,0.020004000800160033,0.0
BOSS,20,12.468093618723744,7.531906381276255,70.36507301460293,82.63652730546107,20.86417283456691,27.225445089017803,20.76415283056611,13.782756551310262,8.381676335267054,5.141028205641128,2.620524104820964,0.7601520304060811,0.3200640128025605,0.10002000400080016,0.040008001600320066
Kinetic 3,20,12.98519703940788,7.014802960592118,67.60632126425284,70.99419883976796,12.262452490498099,18.76375275055011,21.604320864172834,18.36367273454691,12.942588517703541,9.081816363272655,4.660932186437288,1.4802960592118424,0.5401080216043208,0.24004800960192038,0.060012002400480095
The Squash Club 3,20,11.527305461092219,8.472694538907781,66.80376075215042,66.05321064212842,9.121824364872975,16.543308661732347,19.82396479295859,20.56411282256451,15.123024604920984,9.401880376075216,5.541108221644329,2.4004800960192036,1.160232046409282,0.28005601120224044,0.040008001600320066
Star River 1,20,10.83996799359872,9.16003200640128,62.25165033006601,36.32726545309062,2.480496099219844,6.64132826565313,11.022204440888178,16.183236647329466,18.50370074014803,18.22364472894579,12.822564512902582,8.181636327265453,3.7407481496299257,1.920384076815363,0.28005601120224044
Global Squash 2,20,10.73514702940588,9.26485297059412,61.84516903380676,31.60632126425285,1.6203240648129626,5.361072214442888,10.102020404080816,14.522904580916181,20.624124824964994,19.90398079615923,13.22264452890578,8.481696339267854,4.440888177635527,1.4802960592118424,0.24004800960192038
7NT,20,8.655731146229247,11.344268853770755,56.7245449089818,9.321864372874575,0.22004400880176034,0.8601720344068814,2.6405281056211245,5.601120224044809,10.362072414482897,15.823164632926584,20.744148829765955,18.32366473294659,13.662732546509302,8.521704340868173,3.2406481296259253
i-Mask Advance Squash Club 4,20,7.310262052410482,12.689737947589517,53.39667933586718,3.7807561512302463,0.040008001600320066,0.3200640128025605,0.8601720344068814,2.560512102420484,4.800960192038407,9.061812362472494,15.463092618523705,20.964192838567712,20.544108821764354,16.843368673734744,8.541708341668333
Invader Squash,20,7.930386077215443,12.069613922784557,52.05121024204841,2.7405481096219244,0.040008001600320066,0.28005601120224044,0.7401480296059212,1.6803360672134429,3.800760152030406,6.90138027605521,13.462692538507701,19.02380476095219,23.044608921784356,19.02380476095219,12.00240048009602
Tuen Mun Squash Club,20,7.530506101220244,12.469493898779756,49.59071814362873,1.180236047209442,0.020004000800160033,0.08001600320064013,0.28005601120224044,0.8001600320064013,2.2204440888177635,4.0808161632326465,8.481696339267854,14.962992598519703,20.964192838567712,28.485697139427884,19.62392478495699
HKCC Tuesday Night Rockers,20,5.722944588917784,14.277055411082216,44.70834166833367,0.10002000400080016,0.0,0.0,0.020004000800160033,0.08001600320064013,0.3800760152030406,1.0002000400080016,2.600520104020804,5.341068213642728,11.562312462492498,23.084616923384676,55.93118623724745
