Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Kowloon Cricket Club 6B,18,13.529305861172235,4.470694138827765,72.59151830366073,99.5399079815963,50.03000600120024,39.32786557311462,8.121624324864973,2.0604120824164833,0.40008001600320064,0.060012002400480095,0.0,0.0,0.0,0.0
United Services Recreation Club 2,18,13.40888177635527,4.591118223644729,72.12242448489698,99.35987197439488,46.56931386277255,41.16823364672935,9.201840368073615,2.4204840968193637,0.5201040208041607,0.12002400480096019,0.0,0.0,0.0,0.0
Kowloon Cricket Club 6A,18,10.62872574514903,7.37127425485097,61.154630926185234,79.11582316463293,1.900380076015203,10.282056411282255,38.82776555311062,28.105621124224843,13.522704540908181,5.501100220044009,1.4402880576115222,0.30006001200240046,0.10002000400080016,0.020004000800160033
Hong Kong Cricket Club 4,18,10.124224844968994,7.875775155031006,59.29785957191438,67.73354670934187,1.2002400480096018,7.201440288057611,27.785557111422282,31.546309261852368,20.244048809761953,8.241648329665933,2.8405681136227248,0.7801560312062412,0.16003200640128026,0.0
Hong Kong Football Club 6B,18,9.609321864372873,8.390678135627127,55.420884176835365,37.20744148829766,0.30006001200240046,1.860372074414883,12.30246049209842,22.744548909781955,33.846769353870776,17.443488697739546,7.441488297659532,3.1006201240248052,0.8201640328065612,0.14002800560112022
Hong Kong Football Club 6A,18,8.041008201640327,9.958991798359673,50.24584916983397,11.42228445689138,0.0,0.16003200640128026,2.560512102420484,8.701740348069615,17.94358871774355,31.266253250650127,21.444288857771554,10.922184436887378,5.441088217643529,1.5603120624124824
Global Squash 1,18,7.501100220044009,10.498899779955991,46.30246049209842,3.6007201440288057,0.0,0.0,0.8001600320064013,2.8005601120224046,7.441488297659532,18.823764752950588,27.345469093818764,22.624524904980998,14.602920584116823,5.561112222444489
Friend Club 3,18,6.439087817563513,11.560912182436487,43.0748149629926,1.1002200440088017,0.0,0.0,0.24004800960192038,0.8601720344068814,3.340668133626725,9.601920384076815,19.343868773754753,25.2250450090018,26.06521304260852,15.323064612922584
Social Squash Team,18,6.204640928185637,11.795359071814364,42.19763952790558,0.7401480296059212,0.0,0.0,0.16003200640128026,0.580116023204641,2.380476095219044,7.641528305661133,15.683136627325464,25.10502100420084,29.265853170634127,19.183836767353473
Hong Kong Football Club 6C,18,4.513702740548109,13.48629725945189,37.591918383676735,0.18003600720144028,0.0,0.0,0.0,0.18003600720144028,0.36007201440288056,1.300260052010402,4.460892178435687,11.94238847769554,23.544708941788357,58.21164232846569
