Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 2,9,9,0,42,33,3
Hong Kong Football Club 2A,9,7,2,30,23,13
Hong Kong Football Club 2B,10,5,5,23,18,22
Hong Kong Cricket Club 2,8,1,7,10,9,23
Young Player 2,8,0,8,5,5,27
