Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 3,10,8,2,44,37,13
UST,10,7,3,36,29,21
Hong Kong Football Club 7A,10,5,5,29,24,26
The Best Group 1,9,3,6,22,19,26
Hong Kong Cricket Club 5,8,3,5,21,18,22
Kinetic 1,8,2,6,20,18,22
Vitality Squash 1,9,4,5,19,15,30
