Team,Played,Won,Lost,Points,Playoffs,1,2,3,4
Kowloon Cricket Club 2,12,7.262626262626263,4.737373737373737,34.33333333333333,100.0,57.57575757575758,25.252525252525253,14.14141414141414,3.0303030303030303
Hong Kong Football Club 2A,12,5.696969696969697,6.303030303030303,29.606060606060606,100.0,17.17171717171717,20.2020202020202,39.39393939393939,23.232323232323232
Hong Kong Football Club 2B,12,5.98989898989899,6.01010101010101,29.141414141414142,99.99999999999999,17.17171717171717,33.33333333333333,22.22222222222222,27.27272727272727
Young Player 2,12,5.05050505050505,6.94949494949495,26.91919191919192,100.0,8.080808080808081,21.21212121212121,24.242424242424242,46.464646464646464
