Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Royal Hong Kong Yacht Club Div 15,17,12,5,69,57,28
Squashathon One,16,9,7,55,46,34
Hong Kong Cricket Club 8,18,8,10,53,45,45
Physical Chess 5,16,10,6,49,41,39
HKIS Div 15,16,9,7,45,36,44
United Services Recreation Club 4,16,7,9,42,37,43
Sha Tin 7,17,3,14,31,28,57
