Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M3,19,17,2,96,79,16
Hong Kong Football Club M3A,20,17,3,89,72,28
Royal Hong Kong Yacht Club M3,20,15,5,88,73,27
Hong Kong Football Club M3B,19,10,9,63,53,42
Old Squash Fellows,20,8,12,54,46,54
Hong Kong Cricket Club M3,20,6,14,34,28,72
Kowloon Cricket Club M3,20,5,15,32,27,73
Titlows Squash Team,20,1,19,18,17,83
