Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L3,20,12,8,49,37,23
i-Mask Advance Squash Club L3,20,12,8,47,35,25
Hong Kong Cricket Club Rockettes,20,11,9,46,35,25
Hong Kong Football Club L3B,20,11,9,38,27,33
Hong Kong Football Club L3C,20,7,13,32,25,35
Hong Kong Football Club L3A,20,7,13,28,21,39
