Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 3,17,12,5,68,57,28
Hong Kong Football Club 7A,18,10,8,57,47,43
The Best Group 1,17,10,7,56,46,39
UST,17,10,7,55,45,40
Hong Kong Cricket Club 5,17,9,8,52,43,42
Kinetic 1,17,5,12,43,38,47
Vitality Squash 1,17,4,13,25,24,61
