Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 1,20,17,3,96,79,21
Kowloon Cricket Club 4,19,14,5,76,62,33
Hong Kong Football Club 4A,20,13,7,71,58,42
Hong Kong Football Club 4B,19,12,7,67,55,40
United Services Recreation Club 1,20,9,11,61,52,48
NEXUS 2,19,6,13,41,35,60
Hong Kong Cricket Club 3,20,4,16,35,31,69
Sha Tin 2,19,3,16,21,18,77
