Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Winter Warriors,5,4,1,24,20,5,3,0,0,0
South China Athletic Association,5,4,1,22,18,7,0,3,0,0
North District Sports Association 1,5,4,1,21,17,8,0,2,0,0
Alpha CUHK,5,4,1,21,17,8,0,1,0,0
Hong Kong Football Club 12A,5,4,1,20,16,9,0,0,0,0
Star River 2,5,4,1,17,13,12,0,6,0,0
Sea Bear,5,2,3,16,14,11,0,0,0,0
Hong Kong Racketlon Assoication 2,5,1,4,11,10,15,0,0,0,1
ZOMA,5,1,4,10,9,16,0,0,0,0
CSD Squash Team,4,1,3,6,6,14,7,0,1,0
Latecomers,5,0,5,3,3,22,2,0,0,0
Hong Kong Football Club 12B,4,0,4,2,2,18,0,0,0,0
