Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club 5A,5,5,0,23,18,7,0,0,0,0
Physical Chess 1,5,4,1,19,15,10,0,0,0,0
Uncle,5,3,2,17,14,11,0,0,0,1
Happy Squash 2,5,3,2,17,14,11,1,0,0,0
Hong Kong Racketlon Association 1,4,3,1,15,12,8,0,0,0,0
Squashathon,5,2,3,13,12,13,0,2,1,0
X-Alpha 2,4,2,2,12,10,10,0,0,0,0
The Squash Club 1,5,1,4,12,11,14,0,1,0,0
Hong Kong Football Club 5B,5,1,4,11,10,15,0,0,0,0
i-Mask Advance Squash Club 1,5,0,5,4,4,21,2,0,0,0
