Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TNGX,Cornwall Street Squash Centre,4.25,2.0,2.25
YLJR,Cornwall Street Squash Centre,5.0,3.0,2.0
Hong Kong Cricket Club D4A,Hong Kong Cricket Club,2.25,0.75,1.5
Hong Kong Cricket Club D4B,Hong Kong Cricket Club,1.75,0.25,1.5
The Squash Club 1,Cornwall Street Squash Centre,2.3333333333333335,1.5,0.8333333333333335
Kowloon Cricket Club 4,Kowloon Cricket Club,4.333333333333333,3.6666666666666665,0.6666666666666665
Hong Kong Football Club 4A,Hong Kong Football Club,2.5,2.0,0.5
X-Alpha 2,Cornwall Street Squash Centre,3.0,3.0,0.0
Hong Kong Football Club 4B,Hong Kong Football Club,2.0,2.4,-0.3999999999999999
Sha Tin 1,Cornwall Street Squash Centre,2.3333333333333335,3.0,-0.6666666666666665
