Team Name,Home,Average Home Score,Average Away Score,home_away_diff
SKCSC M4,Masters - Cornwall Street Squash Centre,4.666666666666667,2.1666666666666665,2.5000000000000004
Bolton,Masters - Harbour Road Sports Centre,2.0,0.0,2.0
United Services Recreation Club M4,United Services Recreation Club,3.3333333333333335,1.5,1.8333333333333335
Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club,1.25,0.0,1.25
Hong Kong Club Blue,The Hong Kong Club,2.1666666666666665,1.25,0.9166666666666665
Hong Kong Football Club M4B,Hong Kong Football Club,3.3333333333333335,3.2,0.1333333333333333
WAKO,Masters - Harbour Road Sports Centre,3.0,3.1666666666666665,-0.16666666666666652
Kowloon Cricket Club M4,Kowloon Cricket Club,2.25,3.0,-0.75
Hong Kong Football Club M4A,Hong Kong Football Club,3.0,4.333333333333333,-1.333333333333333
Hong Kong Cricket Club M4,Hong Kong Cricket Club,1.75,3.4,-1.65
