Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Cricket Club D7B,Hong Kong Cricket Club,2.5,1.25,1.25
UST,Cornwall Street Squash Centre,3.25,2.5,0.75
Physical Chess 2,Cornwall Street Squash Centre,4.0,3.5,0.5
Xavier,Cornwall Street Squash Centre,2.3333333333333335,2.0,0.3333333333333335
Social Squash Team,HK Squash Centre,1.75,2.0,-0.25
Hong Kong Football Club 7A,Hong Kong Football Club,2.8,3.3333333333333335,-0.5333333333333337
Hong Kong Cricket Club D7A,Hong Kong Cricket Club,2.25,3.0,-0.75
Kinetic 1,HK Squash Centre,1.0,1.75,-0.75
Thunder 1,Cornwall Street Squash Centre,1.5,2.3333333333333335,-0.8333333333333335
Hong Kong Football Club 7B,Hong Kong Football Club,2.6666666666666665,4.0,-1.3333333333333335
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,1.0,3.25,-2.25
