Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
United Services Recreation Club M3,20,18,2,101,83,17,0,0,0,0
Hong Kong Football Club M3A,20,17,3,89,72,28,0,2,0,0
Royal Hong Kong Yacht Club M3,20,15,5,88,73,27,0,0,0,0
Hong Kong Football Club M3B,20,10,10,64,54,46,0,0,0,0
Old Squash Fellows,20,8,12,54,46,54,2,1,0,0
Hong Kong Cricket Club M3,20,6,14,34,28,72,0,0,0,0
Kowloon Cricket Club M3,20,5,15,32,27,73,2,1,0,0
Titlows Squash Team,20,1,19,18,17,83,0,0,0,0
