Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club 1,50.0,87.5,85.71428571428571,74.40476190476191,23
FWD,75.0,37.5,80.0,64.16666666666667,21
Hong Kong Cricket Club 1,62.5,25.0,42.857142857142854,43.452380952380956,23
Kowloon Cricket Club 1B,37.5,50.0,28.57142857142857,38.69047619047619,23
Kowloon Cricket Club 1A,25.0,50.0,16.666666666666664,30.555555555555554,22
