Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M2C,37.5,68.75,81.25,93.75,93.75,75.0,80
Hong Kong Football Club M2A,50.0,50.0,75.0,87.5,62.5,65.0,80
United Services Recreation Club M2,56.25,75.0,68.75,43.75,75.0,63.75,80
Hong Kong Cricket Club M2,62.5,50.0,50.0,62.5,56.25,56.25,80
Old Squash Fellows,93.75,75.0,31.25,18.75,20.0,47.75,79
Ladies Recreation Club M2,37.5,50.0,56.25,56.25,31.25,46.25,80
Hong Kong Football Club M2B,37.5,68.75,43.75,37.5,37.5,45.0,80
Royal Hong Kong Yacht Club M2,68.75,12.5,31.25,37.5,50.0,40.0,80
Titlows Squash Team,6.25,0.0,12.5,12.5,20.0,10.25,79
