Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Cricket Club Rockettes,55.55555555555556,88.88888888888889,44.44444444444444,62.96296296296297,27
i-Mask Advance Squash Club L3,33.33333333333333,50.0,75.0,52.77777777777777,16
JESSICA L3,20.0,100.0,20.0,46.666666666666664,15
Hong Kong Football Club L3C,40.0,20.0,40.0,33.333333333333336,15
Hong Kong Football Club L3B,60.0,40.0,0.0,33.333333333333336,15
Hong Kong Football Club L3A,25.0,0.0,33.33333333333333,19.444444444444443,10
