Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Royal Hong Kong Yacht Club Div 12,83.33333333333334,66.66666666666666,66.66666666666666,66.66666666666666,50.0,66.66666666666666,30
Star River 1,50.0,83.33333333333334,80.0,60.0,40.0,62.66666666666667,27
Winter Warriors,80.0,40.0,80.0,40.0,50.0,58.0,24
Hong Kong Football Club 12B,60.0,60.0,40.0,60.0,60.0,56.0,25
Physical Chess 4,60.0,60.0,60.0,40.0,60.0,56.0,25
Global Squash 2,40.0,60.0,40.0,60.0,60.0,52.0,25
Sha Tin 5,25.0,25.0,50.0,50.0,100.0,50.0,20
Hong Kong Football Club 12A,0.0,50.0,60.0,80.0,40.0,46.0,27
CSD Squash Team,100.0,60.0,0.0,0.0,0.0,32.0,16
SKCSC Div 12,0.0,33.33333333333333,33.33333333333333,20.0,40.0,25.333333333333332,28
Latecomers,60.0,0.0,0.0,33.33333333333333,0.0,18.666666666666664,19
