Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 3A,7,7,0,32,25,10
Young Player 3,7,5,2,30,25,10
Kowloon Cricket Club 3B,7,6,1,29,23,12
Kowloon Cricket Club 3A,7,5,2,29,25,10
Happy Squash 1,7,4,3,22,18,17
TNGX,8,2,6,16,14,26
NEXUS 1,7,2,5,16,14,21
Sha Tin 1,7,1,6,10,9,26
Hong Kong Football Club 3B,7,0,7,7,7,28
