Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L4,7,7,0,26,19,2
Hong Kong Football Club JSA,7,5,2,21,16,5
Hong Kong Cricket Club L4,7,6,1,20,14,7
Hong Kong Football Club L4,7,2,5,10,8,13
JESSICA Smashin' Mochi,7,2,5,9,7,14
Electrify Squash Ladies,7,1,6,6,5,16
i-Mask Advance Squash Club L4,6,1,5,3,3,15
