Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
SKCSC,8,6,2,32,26,14
United Services Recreation Club M4,8,6,2,32,26,14
Hong Kong Football Club M4B,8,5,3,26,21,19
Hong Kong Football Club M4A,8,4,4,26,22,18
Royal Hong Kong Yacht Club M4,8,4,4,25,21,19
WAKO,8,4,4,23,19,21
Hong Kong Club Blue,8,2,6,17,15,25
Bolton,8,1,7,11,10,30
