Team,Most Games,Most Wins,Highest Win Percentage
Bolton,Wright Martin (10),"Pawlyn Ben, Stark Christopher Michael (4)",Pawlyn Ben (57.1%)
Hong Kong Club Blue,"Lo Yue Hin, McLennan Justin (12)",Brien Peter Wilhelm Hubert (8),Brien Peter Wilhelm Hubert (88.9%)
Hong Kong Cricket Club M3,Heritage Jonathan Paul (13),Heritage Jonathan Paul (10),Mercalfe Stephen Fraser (80.0%)
Hong Kong Football Club M3A,Murray David (15),"Au Siu Fai, Ford Anthony (11)","Ford Anthony, Chan George Yee Lee (100.0%)"
Hong Kong Football Club M3B,Dansanghani Rahul (10),Chan Dave Chi Keung (5),Chan Dave Chi Keung (83.3%)
Kowloon Cricket Club M3,"Kundamal Dhiraj, Samtani Rakesh, Choy Yuk Kwong Donnie, Bachani Vinay Suresh (11)","Kundamal Dhiraj, Samtani Rakesh (9)","Kundamal Dhiraj, Samtani Rakesh (81.8%)"
Phoenix,Ting Philip Wai Man (14),Ting Philip Wai Man (12),"Chan Chi Ming Mike, Li Wilson Wai Shun, Wong Michael Wai Leung (100.0%)"
Royal Hong Kong Yacht Club M3,Tse Ray (12),Oei Chuen Shek Joseph (9),Oei Chuen Shek Joseph (81.8%)
United Services Recreation Club M3,Mirapuri Rajesh (15),Mirapuri Rajesh (10),Ku Wai Hang William (80.0%)
