Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
United Services Recreation Club M4,21,18,3,100,0,0,0,0,82,23
Jaws Master,21,16,5,90,0,0,0,0,74,31
Royal Hong Kong Yacht Club M4,21,14,7,84,0,0,0,1,70,35
WAKO Senior,21,14,7,80,0,0,0,6,66,39
Hong Kong Cricket Club M4,21,11,10,59,0,0,1,0,49,56
HK Club Blue,21,6,15,28,0,0,11,1,33,72
Hong Kong Football Club M4,21,3,18,28,0,0,1,7,26,79
Bolton 1,21,2,19,20,0,0,2,0,20,85
