Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Honey Badger SC 1,21,20,1,96,0,0,0,0,76,29
Hong Kong Cricket Club 4,21,18,3,95,0,0,0,0,77,28
Twister 1,21,13,8,68,0,0,0,0,56,49
Hong Kong Football Club 9,21,9,12,63,0,0,0,0,54,51
Star River 1,21,10,11,62,0,0,0,0,52,53
Head Shatin 4,21,10,11,39,0,0,0,1,54,51
Revolution,21,3,18,29,0,0,1,0,27,78
DG Audio,21,1,20,25,0,0,0,0,24,81
