Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Friend Club 5,18,17,1,87,0,0,0,0,70,20
Hong Kong Football Club 8B,18,16,2,80,0,0,0,0,64,26
i-MASK Advance Squash Club 6,18,8,10,52,0,0,0,0,47,43
The Zero Squash Club 1,18,10,8,46,0,0,0,1,39,51
Head Shatin 3,18,5,13,34,0,0,6,0,35,55
Alpha CUHK 1,18,4,14,32,0,0,0,6,35,55
United Services Recreation Club 3,18,3,15,17,0,0,1,0,25,65
