Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Friend Club Master,20,17,3,95,0,0,0,0,78,22
Hong Kong Football Club M2A,20,16,4,88,0,0,0,0,72,28
GLOMA,20,13,7,67,0,0,0,0,54,46
Hong Kong Football Club M2B,20,7,13,53,0,0,0,0,47,53
Hong Kong Cricket Club M2,20,7,13,49,0,0,0,0,42,58
Titlows Master,20,0,20,7,0,0,0,0,7,93
