Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Cricket Club L2B,18,15,3,72,0,0,0,5,57,15
Perrier KCC L2,18,16,2,70,0,0,0,5,54,18
Hong Kong Football Club L2A,18,11,7,49,0,0,3,4,44,28
Hong Kong Cricket Club L2A,18,8,10,45,0,0,0,8,37,35
Hong Kong Football Club L2C,18,8,10,38,0,0,1,5,31,41
Hong Kong Football Club L2B,18,5,13,30,0,0,2,7,28,44
Polladies,18,0,18,-29,0,0,28,0,1,71
