Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club 7,21,19,2,102,0,0,0,2,83,22
GS 2,21,16,5,84,0,0,3,6,72,33
Everlast 1,21,11,10,69,0,0,1,8,59,46
Spirit 2,21,14,7,68,0,0,1,4,56,49
WSC NOSET,21,10,11,54,0,0,2,0,46,59
i-MASK Advance Squash Club 4,21,8,13,54,0,0,3,0,53,52
Neptune,21,5,16,38,0,0,1,1,35,70
HKU 2,21,1,20,5,0,0,11,1,16,89
