Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Yuen Long Jr 2,18,17,1,95,0,0,0,3,78,12
The Zero Squash Club 3,18,15,3,83,0,0,0,0,68,22
Phresh 3,18,10,8,58,0,0,0,3,48,42
Kinetic 4,18,7,11,52,0,0,0,5,45,45
Police 2,18,6,12,35,0,0,0,0,29,61
i-MASK Advance Squash Club 9,18,3,15,25,0,0,1,0,23,67
Friend Club 6,18,5,13,17,0,0,10,0,24,66
