Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
HKCC Wednesday Night Rockers,20,18,2,98,0,0,0,0,80,20
Craigergower Cricket Club,20,13,7,76,0,0,0,5,63,37
Mad Hatters,20,13,7,74,0,0,0,6,61,39
Latecomers,19,6,13,31,0,0,0,7,38,56
CSD,20,3,17,19,0,0,3,10,28,72
United Services Recreation Club 6,19,6,13,-4,0,0,25,0,24,70
