Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Perrier KCC 6,20,17,3,87,0,0,0,1,70,30
Global 1,20,14,6,76,0,0,0,0,62,38
Police 1,20,13,7,73,0,0,0,0,60,40
Hong Kong Football Club 8A,20,6,14,46,0,0,0,0,40,60
The Squash Club 1,20,5,15,41,0,0,0,0,36,64
Hong Kong Cricket Club 3,20,5,15,36,0,0,1,0,32,68
