Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
The Hong Kong Jockey Club Master 3,21,18,3,96,0,0,0,0,78,27
Perrier KCC M3,21,16,5,86,0,0,0,0,70,35
Hong Kong Football Club M3A,21,13,8,81,0,0,0,1,68,37
Sovereign Group LRC Master 3,21,14,7,71,0,0,0,0,58,47
American Club,21,8,13,50,0,0,0,0,42,63
Hong Kong Football Club M3B,21,6,15,43,0,0,0,0,37,68
Alpha CUHK Master,21,4,17,43,0,0,0,0,39,66
Hong Kong Cricket Club M3,21,5,16,32,0,0,1,0,28,77
