Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club 4,16,16,0,90,0,0,0,0,74,6
i-MASK Advance Squash Club 1,16,12,4,64,0,0,1,1,53,27
Hong Kong Cricket Club 1,16,10,6,64,0,0,0,1,54,26
The New Generation,16,12,4,62,0,0,0,0,51,29
Head Shatin 1,16,9,7,59,0,0,0,0,50,30
Hong Kong Fire Services 1,16,5,11,32,0,0,0,0,27,53
Sovereign Group LRC 4,16,4,12,29,0,0,1,0,26,54
HKU 1,16,4,12,26,0,0,0,0,24,56
Titlows,16,0,16,1,0,0,0,0,1,79
