Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
KWTDSC 2,18,16,2,88,0,0,0,2,72,18
i-MASK Advance Squash Club 11,18,16,2,79,0,0,0,2,67,23
Alpha CUHK 2,18,11,7,69,0,0,0,22,58,32
Mark Six,18,8,10,48,0,0,0,11,40,50
Airporterz,18,3,15,17,0,0,6,1,24,65
MASS,17,5,12,11,0,0,17,0,23,61
The Knockouts,17,3,14,10,0,0,17,2,25,60
