Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Fung King 2,18,14,4,71,0,0,0,1,61,29
The Squash Club 2,18,12,6,63,0,0,0,0,51,39
ZOMA 1,18,10,8,58,0,0,0,1,48,42
Hong Kong Fire Services 2,18,9,9,58,0,0,0,0,49,41
Spirit 3,18,11,7,53,0,0,0,0,42,48
Hong Kong Cricket Club 6,18,5,13,45,0,0,0,0,40,50
Head Shatin 5,18,2,16,23,0,0,2,0,24,66
