Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club 10A,21,18,3,94,0,0,0,0,76,29
i-MASK Advance Squash Club 7,21,18,3,91,0,0,0,2,73,32
Perrier KCC 7,21,15,6,83,0,0,0,0,68,37
Hong Kong Football Club 10B,21,13,8,83,0,0,0,0,70,35
Royal Hong Kong Yacht Club 10,21,7,14,46,0,0,0,0,42,63
Xavier,20,6,14,42,0,0,0,0,36,64
The Hong Kong Jockey Club,21,6,15,38,0,0,0,0,32,73
Banbil,20,0,20,-5,0,0,2,0,18,82
