Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Spirit 4,18,15,3,74,0,0,2,7,61,29
Friend Club 9,18,13,5,73,0,0,0,5,60,30
Head Shatin 7,18,9,9,59,0,0,0,0,50,40
KYS 2,18,10,8,52,0,0,2,0,45,45
Hong Kong Cricket Club 8,18,6,12,38,0,0,2,6,40,50
Global 3,18,5,13,38,0,0,0,7,33,57
MoveOnLoL,18,5,13,11,0,0,20,1,26,64
