Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
Electrify Squash Div 15,i-Mask Advance Squash Club 6,HK Squash Centre,13,2025-02-22,4.333066613322664,1.6669333866773355
RELAY 2,Squash-On,Sir Denys Roberts Squash Court,13,2025-02-22,3.50250050010002,2.49749949989998
TNG 3,Serve - Ivors,Cornwall Street Squash Centre,13,2025-02-22,3.4224844968993797,2.5775155031006203
Fusion Squash Club 3,Squashathon MeGa,HK Squash Centre,13,2025-02-22,2.9019803960792157,3.0980196039207843
Fusion Squash Club 3,Electrify Squash Div 15,HK Squash Centre,14,2025-03-01,1.9981996399279855,4.001800360072014
TNG 3,Squashathon MeGa,Cornwall Street Squash Centre,14,2025-03-01,2.8245649129825967,3.1754350870174033
RELAY 2,Serve - Ivors,Sir Denys Roberts Squash Court,14,2025-03-01,4.35127025405081,1.6487297459491899
i-Mask Advance Squash Club 6,Squash-On,Cornwall Street Squash Centre,14,2025-03-01,2.4054810962192437,3.5945189037807563
Electrify Squash Div 15,Squash-On,HK Squash Centre,15,2025-03-08,3.5243048609721943,2.4756951390278057
Serve - Ivors,i-Mask Advance Squash Club 6,HK Squash Centre,15,2025-03-08,2.7709541908381676,3.2290458091618324
Squashathon MeGa,RELAY 2,HK Squash Centre,15,2025-03-08,2.4296859371874375,3.5703140628125625
Fusion Squash Club 3,TNG 3,HK Squash Centre,15,2025-03-08,3.4062812562512503,2.5937187437487497
TNG 3,Electrify Squash Div 15,Cornwall Street Squash Centre,16,2025-03-15,2.0542108421684335,3.9457891578315665
RELAY 2,Fusion Squash Club 3,Sir Denys Roberts Squash Court,16,2025-03-15,3.960392078415683,2.039607921584317
i-Mask Advance Squash Club 6,Squashathon MeGa,Cornwall Street Squash Centre,16,2025-03-15,2.807761552310462,3.192238447689538
Squash-On,Serve - Ivors,HK Squash Centre,16,2025-03-15,4.105421084216843,1.8945789157831567
Electrify Squash Div 15,Serve - Ivors,HK Squash Centre,17,2025-03-22,4.514502900580116,1.485497099419884
Squashathon MeGa,Squash-On,HK Squash Centre,17,2025-03-22,2.6043208641728346,3.3956791358271654
Fusion Squash Club 3,i-Mask Advance Squash Club 6,HK Squash Centre,17,2025-03-22,3.4306861372274455,2.5693138627725545
TNG 3,RELAY 2,Cornwall Street Squash Centre,17,2025-03-22,2.1078215643128626,3.8921784356871374
RELAY 2,Electrify Squash Div 15,Sir Denys Roberts Squash Court,18,2025-03-29,2.9119823964792957,3.0880176035207043
i-Mask Advance Squash Club 6,TNG 3,Cornwall Street Squash Centre,18,2025-03-29,3.117023404680936,2.882976595319064
Squash-On,Fusion Squash Club 3,HK Squash Centre,18,2025-03-29,3.4976995399079818,2.5023004600920182
Serve - Ivors,Squashathon MeGa,HK Squash Centre,18,2025-03-29,2.340868173634727,3.659131826365273
Electrify Squash Div 15,Squashathon MeGa,HK Squash Centre,19,2025-04-05,3.9319863972794558,2.0680136027205442
Fusion Squash Club 3,Serve - Ivors,HK Squash Centre,19,2025-04-05,3.6303260652130427,2.3696739347869573
TNG 3,Squash-On,HK Squash Centre,19,2025-04-05,2.31126225245049,3.68873774754951
i-Mask Advance Squash Club 6,RELAY 2,HK Squash Centre,19,2025-04-05,2.064612922584517,3.935387077415483
i-Mask Advance Squash Club 6,Electrify Squash Div 15,Cornwall Street Squash Centre,20,2025-04-12,1.904380876175235,4.095619123824765
Squash-On,RELAY 2,HK Squash Centre,20,2025-04-12,2.8235647129425887,3.1764352870574113
Serve - Ivors,TNG 3,HK Squash Centre,20,2025-04-12,2.7493498699739947,3.2506501300260053
Squashathon MeGa,Fusion Squash Club 3,HK Squash Centre,20,2025-04-12,3.1064212842568515,2.8935787157431485
i-Mask Advance Squash Club 6,Electrify Squash Div 15,Cornwall Street Squash Centre,21,2025-04-26,1.9111822364472895,4.0888177635527105
Squash-On,RELAY 2,HK Squash Centre,21,2025-04-26,2.812962592518504,3.187037407481496
Serve - Ivors,TNG 3,HK Squash Centre,21,2025-04-26,2.7965593118623726,3.2034406881376274
Squashathon MeGa,Fusion Squash Club 3,HK Squash Centre,21,2025-04-26,3.116623324664933,2.883376675335067
