Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Energy Squash Club 2,12.5,0.0,25.0,33.33333333333333,66.66666666666666,27.499999999999993
Energy Squash Club 1,23.80952380952381,17.857142857142854,46.42857142857143,-2.857142857142854,33.33333333333333,23.714285714285715
HKIS Div 13,-16.66666666666667,-16.66666666666667,60.0,-25.0,100.0,20.33333333333333
i-Mask Advance Squash Club 5,-12.5,12.5,-25.0,40.0,66.66666666666666,16.33333333333333
SocGen Squash,23.80952380952381,31.42857142857143,5.714285714285708,8.333333333333343,0.0,13.857142857142861
Electrify Squash Div 13,10.0,0.0,16.666666666666657,16.666666666666657,0.0,8.666666666666657
Yuen Long District Sports Association Limited,-19.047619047619044,-11.11111111111111,-25.0,43.333333333333336,33.333333333333336,4.3015873015873005
Happy Squash 4,-25.714285714285715,1.4285714285714306,-10.0,27.77777777777778,20.0,2.6984126984126995
Kinetic 4,8.92857142857143,1.7857142857142847,5.357142857142854,-14.285714285714285,0.0,0.3571428571428612
X-Alpha 5,-36.66666666666667,0.0,-15.555555555555557,-4.444444444444443,46.42857142857143,-2.047619047619044
Sha Tin 6,-6.349206349206355,4.761904761904773,26.984126984126988,-60.714285714285715,16.666666666666686,-3.7301587301587276
Fusion Squash Club 2,-33.33333333333334,8.333333333333343,-33.33333333333334,-26.190476190476204,-13.333333333333343,-19.571428571428584
