Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L1,1,1,0,3,2,1
Kowloon Cricket Club L1A,1,1,0,3,2,1
Hong Kong Cricket Club L1,1,0,1,1,1,2
Kowloon Cricket Club L1B,1,0,1,1,1,2
